year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2009,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa51e59c852192,ca,28.0,51560.0,white,black,nissan motor acceptance corporation,12350.0,13400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry,SE,Sedan,automatic,4t1be46k19u830384,ca,2.0,134470.0,black,gray,jpmorgan chase bank n.a.,7275.0,7000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chrysler,Sebring,LX,Sedan,automatic,1c3lc46b09n536939,ca,19.0,71042.0,white,gray,us bank,5425.0,4000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,,3d4gg57v49t583913,ca,21.0,99436.0,black,black,veros credit,6500.0,4100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,LX,Minivan,automatic,2a8hr44e29r552102,ca,37.0,95305.0,white,gray,v/m auto broker,5875.0,5700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e59j024658,ca,,124338.0,gray,—,las torres auto sales inc,6325.0,6300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Lexus,IS 250,Base,Sedan,automatic,jthck262592029988,ca,,78315.0,red,—,st claire cadillac/ st claire oldsmobile,15100.0,14900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40e29z011048,ca,36.0,83334.0,white,beige,san diego sports cars,6925.0,9100.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Civic,LX,Sedan,automatic,19xfa16599e043529,ca,19.0,71988.0,black,gray,jpmorgan chase bank n.a.,7400.0,7100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,G-Class,G550,SUV,automatic,wdcyr37e19x180079,ca,5.0,43506.0,black,black,nova auto sales inc,64000.0,66500.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2009,Chevrolet,Aveo,2LT,Sedan,automatic,kl1tg56e19b386283,ca,34.0,76092.0,red,gray,weseloh chevrolet,3700.0,3900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Equinox,LT,SUV,automatic,2cndl33f096226260,ca,3.0,104184.0,burgundy,gray,wells fargo dealer services,5750.0,4700.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,MINI,Cooper,S,Convertible,automatic,wmwms33549ty07876,ca,,29044.0,gray,—,apexcars net,12700.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Fusion,S,Sedan,automatic,3fahp06z49r159157,ca,19.0,94354.0,black,beige,jpmorgan chase bank n.a.,4750.0,3300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,370Z,Base,Coupe,automatic,jn1az44e19m402478,ca,27.0,84969.0,silver,gray,walters auto sales/service inc,13650.0,13100.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2009,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12v79kc92985,ca,19.0,87659.0,black,gray,jpmorgan chase bank n.a.,13250.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Murano,LE,SUV,automatic,jn8az18w49w112484,ca,38.0,91971.0,silver,black,sullivan luxury cars llc,11600.0,12800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,GMC,Acadia,SLT-2,SUV,automatic,1gker33d69j179121,ca,28.0,124516.0,gray,gray,infiniti of montclair,9750.0,10300.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2009,Lincoln,MKS,Base,Sedan,automatic,1lnhm93rx9g606752,ca,37.0,90270.0,blue,tan,huntington beach ford,10550.0,10800.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,automatic,3gnca53vx9s602433,ca,34.0,92302.0,gray,tan,premium auto wholesale,5725.0,5600.0,Thu Jan 08 2015 04:00:00 GMT-0800 (PST)
2009,Jaguar,XF,Supercharged,Sedan,automatic,sajwa07c991r19169,ca,2.0,55314.0,gray,black,jaguar north america llc,18950.0,13000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2009,Lincoln,MKS,Base,Sedan,automatic,1lnhm94r59g627183,ca,34.0,54466.0,silver,black,ford motor credit company llc,14300.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Rio,LX,Sedan,automatic,knade223696442665,ca,2.0,106229.0,red,black,lincoln financial services,3275.0,2700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,CLK-Class,CLK550,Convertible,automatic,wdbtk72f19t105674,ca,43.0,59589.0,black,gray,mercedes-benz usa,18750.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnfc33079r299954,ca,38.0,132335.0,white,beige,jpmorgan chase bank n.a.,14350.0,15500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,TDI Loyal Edition,Sedan,automatic,3vwcl71k69m002954,ca,26.0,67232.0,black,black,onemain rem/casey's car inc,10850.0,11100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe Hybrid,Base,SUV,automatic,1gnfc13569r102451,ca,24.0,112297.0,black,black,ecars,15200.0,16000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Honda,Fit,Base,Hatchback,automatic,jhmge88259s047142,ca,31.0,44016.0,red,gray,toyota financial services,7425.0,8700.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2009,Ford,Flex,Limited,Wagon,automatic,2fmdk53c49ba80599,ca,41.0,91190.0,gray,black,california auto exchange,10950.0,13250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Subaru,Impreza,WRX,Hatchback,manual,jf1gh766x9g827008,ca,35.0,64423.0,blue,black,surf city nissan,15350.0,15000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222795664881,ca,19.0,75430.0,black,beige,enterprise car sales/orange,4250.0,3500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,C-Class,C300 Luxury,Sedan,automatic,wddgf54x69r080324,ca,42.0,58123.0,gray,black,prestige auto wholesale inc,14850.0,17100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e09z106823,ca,37.0,55475.0,red,gray,hoehn honda,8750.0,7600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,RAV4,Base,SUV,automatic,jtmzf33v99d009171,ca,34.0,118067.0,gray,beige,exeter finance corp,9075.0,9100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Camry,Base,Sedan,automatic,4t1be46k99u293134,ca,27.0,173082.0,silver,gray,high line auto inc,5825.0,6250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,GTS,Sedan,automatic,ja3au86w09u016089,ca,24.0,74656.0,white,black,exeter finance corp,7775.0,8300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48a69d157055,ca,19.0,99593.0,blue,black,jpmorgan chase bank n.a.,4625.0,4800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43579l274932,ca,28.0,80986.0,white,black,high bid trading co inc,18250.0,16500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Ford,Econoline Cargo,E-150,Van,automatic,1ftne14l29da91649,ca,3.0,77473.0,white,gray,lease plan usa,12900.0,11750.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2009,Ford,Econoline Wagon,E-350 Super Duty XL,Van,automatic,1fbne31l69da12052,ca,2.0,104102.0,white,gray,united auto rental,9550.0,10200.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Honda,Accord,LX,Sedan,automatic,1hgcp26379a032751,ca,44.0,39080.0,silver,gray,south bay hyundai,9800.0,12300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Accent,GLS,Sedan,automatic,kmhcn46c99u371084,ca,33.0,65121.0,blue,beige,b & j car company,3500.0,5300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chrysler,PT Cruiser,Base,Wagon,automatic,3a8fy48919t513327,ca,,102710.0,black,gray,bmw of monrovia,3050.0,2300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Lexus,IS 250,Base,Sedan,automatic,jthbk262995089492,ca,25.0,91966.0,white,beige,high bid trading co inc,13000.0,13000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83509l309074,ca,29.0,82850.0,black,brown,high bid trading co inc,19000.0,18750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36859a037335,ca,28.0,74029.0,green,black,volkswagen of murrieta,11000.0,12000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,SE V6,Sedan,automatic,5npeu46f29h489739,ca,,75030.0,white,black,toyota chula vista dba scion,7625.0,9400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83559cy61434,ca,36.0,63409.0,white,beige,mercedes benz of laguna niguel,27500.0,27500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Challenger,R/T,Coupe,manual,2b3lj54t79h621273,ca,44.0,68356.0,white,black,bob baker jeep,17200.0,18500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Subaru,Impreza,WRX,Hatchback,manual,jf1gh76629g820313,ca,28.0,106044.0,blue,black,jpmorgan chase bank n.a.,11700.0,12500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Avalanche,LTZ,Crew Cab,automatic,3gnec32049g168235,ca,32.0,78653.0,black,tan,coast sports cars inc,20100.0,24500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38609b408666,ca,24.0,87540.0,blue,gray,high bid trading co inc,11200.0,12500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wdddj72x79a141839,ca,37.0,67439.0,silver,black,mossy ford,21800.0,24000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph53549a437399,ca,33.0,91084.0,white,beige,consolidated asset recovery systems  inc.,10750.0,11600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Optima,LX,Sedan,automatic,knage228495314648,ca,29.0,77200.0,burgundy,beige,remarketing by ge/schools first fcu,6075.0,6000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Honda,Civic,LX,Sedan,automatic,2hgfa16579h341583,ca,3.0,1.0,silver,gray,ahfc/honda lease trust/hvt  inc.,9325.0,1000.0,Tue Jun 30 2015 10:00:00 GMT-0700 (PDT)
2009,Ford,Focus,SE,Sedan,automatic,1fahp35n09w247166,ca,2.0,97159.0,silver,black,reliable credit association / milwaukee,5025.0,3300.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e899023540,ca,23.0,108512.0,silver,gray,first credit finance,6550.0,6100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c79h413393,ca,31.0,93344.0,gray,beige,lincoln financial services,5675.0,5900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL320 BlueTEC,SUV,automatic,4jgbf25e49a530322,ca,,66570.0,white,—,south county lexus at mission viejo,25900.0,25250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Murano,S,SUV,automatic,jn8az18w79w115119,ca,25.0,119943.0,gray,black,gm financial,8275.0,8500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,3vwjz71k59m149739,ca,35.0,53435.0,white,black,california auto exchange,7075.0,8900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Cadillac,STS,V8,Sedan,automatic,1g6dz67a190107602,ca,2.0,103052.0,white,black,san diego sports cars,9175.0,9000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54199r567599,ca,28.0,89624.0,green,gray,gm financial,8025.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Honda,Fit,Sport,Hatchback,automatic,jhmge88429s015413,ca,4.0,124009.0,black,black,ahfc/honda lease trust/hvt  inc.,6475.0,5800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222895621487,ca,3.0,114879.0,silver,gray,remarketing by ge/southern california financial,3150.0,4200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e799055931,ca,29.0,125068.0,black,gray,honda world,6075.0,5300.0,Wed Jan 07 2015 04:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e49z005445,ca,,169387.0,white,black,all american leasing inc,6500.0,6000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e49a478395,ca,34.0,71559.0,black,black,mercedes benz of laguna niguel,18550.0,18300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,3vwjz71k79m060738,ca,22.0,64829.0,black,black,a l financial corporation,6525.0,5400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43539l266455,ca,,83374.0,brown,tan,bassett auto sales,18000.0,15500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Altima,2.5 S,Coupe,automatic,1n4al24e19c102230,ca,42.0,75697.0,gray,black,acura of riverside,8800.0,10300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,MINI,Cooper,Base,Hatchback,automatic,wmwmf33589tw71059,ca,39.0,60249.0,white,gray,trade in solutions,8025.0,8400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Prius,Touring,Hatchback,automatic,jtdkb20u893475134,ca,35.0,82294.0,gray,gray,aaero sweet company,9025.0,11000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,MINI,Cooper,Base,Hatchback,automatic,wmwmf33509tt69779,ca,41.0,65531.0,silver,black,american road leasing inc,7750.0,8000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25k981222025,ca,3.0,87068.0,black,gray,tradewinds remarketing,10250.0,11400.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Ridgeline,RT,Crew Cab,automatic,2hjyk16278h515642,ca,33.0,117101.0,silver,black,onemain rem/m&m auto traders,8325.0,9200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,BMW,X3,3.0si,SUV,automatic,wbxpc93488wj05650,ca,,102221.0,gray,—,honda of serramonte,10500.0,8800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,F-450 Super Duty,Lariat,Crew Cab,automatic,1ftxw43r18ec20423,ca,35.0,75558.0,gray,beige,skyhigh remarketing inc,24900.0,29000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbavc53588fz86739,ca,27.0,91100.0,black,black,gm financial,9525.0,9500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58n089178034,ca,37.0,110202.0,blue,beige,veros credit,4450.0,5500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Magnum,Base,Wagon,automatic,2d4fv47t48h147712,ca,26.0,138985.0,red,gray,jpmorgan chase bank n.a.,3950.0,2900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36848a014725,ca,43.0,76120.0,gray,gray,aaero sweet company,9500.0,12500.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Ford,F-150,XLT,SuperCab,,1ftrx14w58fb45888,ca,35.0,107182.0,white,gray,high bid trading co inc,10750.0,11000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Dodge,Durango,SXT,SUV,automatic,1d8hd38k18f114274,ca,41.0,135722.0,black,gray,nissan of duarte,3950.0,4500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,Edge,Limited,SUV,automatic,2fmdk39c78ba13991,ca,34.0,84486.0,red,beige,exeter finance corp,10650.0,9100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx21568ed76873,ca,24.0,102437.0,white,beige,remarketing by ge/ge capital solutions,8000.0,7500.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wt58k081233552,ca,27.0,97504.0,silver,gray,felix chevrolet & cadillac,5425.0,5100.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Coupe,automatic,wbawb73558p039039,ca,22.0,112268.0,silver,gray,high bid trading co inc,11050.0,10250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Audi,A4,2.0T,Sedan,automatic,wauaf78e68a115667,ca,29.0,103496.0,—,black,ecars,6875.0,7300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Volvo,S40,2.4i,Sedan,automatic,yv1ms390292432522,ca,28.0,90257.0,gray,black,remarketing by ge/nextgear capital,6800.0,3500.0,Wed Jan 07 2015 13:30:00 GMT-0800 (PST)
2008,Dodge,Charger,Base,Sedan,automatic,2b3ka43r08h198143,ca,39.0,113097.0,white,black,century dealer services corp,6200.0,8600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chrysler,Sebring,LX,Convertible,automatic,1c3lc45k68n271346,ca,26.0,81907.0,white,gray,wells fargo dealer services,3975.0,4500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Chevrolet,Malibu Classic,LS Fleet,Sedan,automatic,1g1zs58f78f115056,ca,19.0,90909.0,gray,gray,kia of cerritos,4600.0,2900.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2008,Audi,Q7,3.6 quattro,SUV,automatic,wa1ay94l88d040668,ca,25.0,101633.0,gray,black,santander consumer,12600.0,12300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Magnum,Base,Wagon,automatic,2d4fv47t28h207065,ca,32.0,98721.0,black,black,kia of cerritos,5600.0,5300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,BMW,3 Series,335xi,Coupe,,wbawc73568e064413,ca,,105964.0,black,—,trade in solutions irvine,11350.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Accord,EX,Coupe,automatic,1hgcs12778a026173,ca,26.0,106521.0,red,black,remarketing by ge/flagship credit acceptance,7025.0,5600.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12008g228675,ca,37.0,106237.0,gray,black,wondries toyota,12600.0,14000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,BMW,5 Series,550i,Sedan,automatic,wbanw53578ct52038,ca,34.0,83376.0,black,black,financial services remarketing (lease),14300.0,14400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Civic,LX,Coupe,automatic,2hgfg12608h529700,ca,19.0,75464.0,black,gray,lobel financial corp,6525.0,7400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L,Sedan,automatic,1hgcp26898a164324,ca,41.0,108561.0,gray,gray,lucky imports,8900.0,10200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,Fusion,SE,Sedan,automatic,3fahp071x8r117258,ca,3.0,100528.0,silver,beige,lease plan usa,4975.0,3700.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2008,Audi,TT,3.2 quattro,Hatchback,automatic,trudd38j681031690,ca,38.0,60542.0,black,black,aaero sweet company,17250.0,18300.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Dodge,Avenger,SXT,Sedan,automatic,1b3lc56r58n685331,ca,35.0,132932.0,black,gray,redline remarketing,3775.0,4000.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2008,Ford,Taurus X,SEL,Wagon,,1fmdk02w98ga29931,ca,,119320.0,white,—,american dream auto sales,3300.0,2000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Caliber,SE,Wagon,automatic,1b3hb28b28d665096,ca,29.0,112455.0,orange,black,livermore toyota and livermore scion,3625.0,3900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,MINI,Cooper,Base,Hatchback,manual,wmwmf33558tu66376,ca,28.0,72700.0,green,black,high bid trading co inc,6900.0,6500.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2008,Cadillac,CTS,Base,Sedan,automatic,1g6dm577380113509,ca,33.0,110201.0,black,black,onemain rem/coast to coast auto group,8375.0,12100.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2008,Audi,A8,L quattro,Sedan,automatic,waumv94e88n014267,ca,24.0,146426.0,black,brown,century dealer services corp,10650.0,8000.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2008,MINI,Cooper,S,Hatchback,automatic,wmwmf73508tv39256,ca,2.0,84051.0,blue,black,cig financial,7000.0,4400.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
2008,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,1fmeu31e48ua60577,ca,18.0,88389.0,white,gray,ford motor credit company llc,11050.0,6800.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2008,GMC,Acadia,SLT-1,SUV,,1gker23768j213867,ca,36.0,81149.0,black,black,remarketing by ge/manheim southern california,11700.0,11500.0,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Coupe,automatic,wbawb33578p134047,ca,28.0,90017.0,blue,brown,remarketing by ge/manheim california,12100.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chrysler,Sebring,LX,Sedan,automatic,1c3lc46j08n226103,ca,28.0,112983.0,silver,gray,first credit finance,4200.0,3550.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,Ranger,XLT,SuperCab,manual,1ftyr14u08pb03742,ca,2.0,96371.0,gray,black,exeter finance corp,7825.0,6900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,BMW,5 Series,550i,Sedan,manual,wbanw53508ct34027,ca,19.0,115502.0,black,—,financial services remarketing (lease),11650.0,8900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Acura,MDX,Base,SUV,automatic,2hnyd28478h517775,ca,29.0,85284.0,silver,black,prestige auto wholesale inc,16350.0,17500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbava37558nl44070,ca,4.0,72847.0,gray,gray,kia of cerritos,10650.0,10500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36868a005623,ca,29.0,166787.0,black,black,i auto sales inc,6250.0,6400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Honda,Civic,Hybrid,Sedan,automatic,jhmfa36298s021042,ca,26.0,86147.0,gray,beige,financial services remarketing (lease),5800.0,6100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,GMC,Yukon,Denali,SUV,automatic,1gkfk63898j231482,ca,44.0,67896.0,white,beige,myrddin fleet services,20700.0,16300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,BMW,X5,3.0si,SUV,automatic,5uxfe435x8l002244,ca,29.0,68037.0,gray,black,walters auto sales/service inc,16650.0,17500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54p38r758826,ca,3.0,43317.0,blue,gray,metro nissan of montclair,9725.0,5400.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2008,BMW,7 Series,750Li,Sedan,automatic,wbahn83598dt81388,ca,38.0,112412.0,gray,black,bmw of murrieta,12550.0,10900.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,BMW,5 Series,550i,Sedan,automatic,wbanw53598ct55099,ca,4.0,81317.0,black,black,bmw of murrieta,14600.0,14500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18n38s555603,ca,35.0,115275.0,silver,gray,jpmorgan chase bank n.a.,9475.0,10000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gchk23628f152170,ca,38.0,63421.0,red,black,motor city buick gmc,29100.0,36000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48b48d626361,ca,25.0,129071.0,black,—,tidalwave finance corp,3300.0,2500.0,Wed Jan 14 2015 04:05:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Sedan,automatic,wbavb77598nh78998,ca,39.0,77581.0,silver,black,zeibak auto trading,11750.0,12000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,2gcec19j481266605,ca,1.0,105850.0,black,black,vw credit,11850.0,8900.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L,Sedan,automatic,jhmcp26878c032485,ca,25.0,114179.0,green,black,ahfc/honda lease trust/hvt  inc.,8650.0,8600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,BMW,5 Series,535i,Sedan,automatic,wbanw135x8cz81382,ca,,95318.0,gray,black,bmw of san diego,12100.0,9600.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Honda,Fit,Base,Hatchback,manual,jhmgd37418s004179,ca,,149757.0,red,black,honda of escondido,2900.0,2200.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
